Ordem,Subordem,Grande_Grupo,Subgrupo,Textura_Principal_Componente,Horizonte_Principal_Componente,Erosao_Principal_Componente,Pedregosidade_Principal_Componente,Rochosidade_Principal_Componente,Relevo_Principal_Componente
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,montanhoso e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa,A moderado,,,,ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa,A moderado,,,,ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa,A moderado,,,,ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa,A moderado,,,,ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa,A moderado,,,,ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa,A moderado,,,,ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,indiscriminada,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa e media,A moderado,,,,forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,arenosa,A moderado,,,,ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media,A moderado,,,,ondulado e forte ondulado
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
NEOSSOLO,LITOLICO,Distrofico,tipico,media e argilosa,A moderado,,,,forte ondulado e montanhoso
